xObs,xMean,xMedian,xRMS,xSigma
-61.95999999998054,0.010794961654682094,2.037510506092273e-06,4.382116052414693e-06,0.032357070250120884
-61.949999999980534,0.010799987977496818,2.0415321617597394e-06,4.390461038946701e-06,0.03237211828319054
-61.93999999998053,0.010805015450656132,2.0455617553893288e-06,4.398821917000762e-06,0.03238716975487693
-61.929999999980524,0.010810044074160034,2.0495993026489624e-06,4.4071987168391495e-06,0.032402224665180064
-61.91999999998052,0.010815073848008528,2.0536448192374875e-06,4.415591468781761e-06,0.03241728301409993
-61.90999999998051,0.010820104772201607,2.0576983208847395e-06,4.424000203206234e-06,0.03243234480163652
-61.89999999998051,0.010825136846739275,2.061759823351591e-06,4.432424950548052e-06,0.03244741002778985
-61.8899999999805,0.010830170071621533,2.065829342430034e-06,4.440865741300655e-06,0.0324624786925599
-61.8799999999805,0.010835204446848382,2.0699068939432264e-06,4.449322606015552e-06,0.032477550795946705
-61.86999999998049,0.01084023997241982,2.073992493745558e-06,4.45779557530243e-06,0.03249262633795023
-61.85999999998049,0.010845276648335843,2.0780861577227107e-06,4.466284679829266e-06,0.03250770531857049
-61.84999999998048,0.01085031447459646,2.0821879017917223e-06,4.474789950322435e-06,0.032522787737807486
-61.83999999998048,0.010855353451201663,2.0862977419010474e-06,4.4833114175668244e-06,0.03253787359566121
-61.82999999998047,0.010860393578151453,2.0904156940306184e-06,4.491849112405945e-06,0.03255296289213167
-61.81999999998047,0.010865434855445838,2.0945417741919094e-06,4.5004030657420395e-06,0.03256805562721886
-61.80999999998046,0.010870477283084809,2.0986759984279967e-06,4.5089733085361995e-06,0.0325831518009228
-61.79999999998046,0.01087552086106837,2.1028183828136234e-06,4.517559871808474e-06,0.032598251413243455
-61.78999999998045,0.01088056558939652,2.1069689434552595e-06,4.526162786637981e-06,0.032613354464180844
-61.77999999998045,0.010885611468069255,2.1111276964911657e-06,4.534782084163025e-06,0.03262846095373497
-61.76999999998044,0.010890658497086585,2.115294658091457e-06,4.543417795581201e-06,0.03264357088190584
-61.75999999998044,0.010895706676448501,2.119469844458163e-06,4.552069952149516e-06,0.032658684248693434
-61.74999999998043,0.010900756006155005,2.1236532718252952e-06,4.560738585184499e-06,0.032673801054097756
-61.73999999998043,0.0109058064862061,2.127844956458908e-06,4.5694237260623125e-06,0.03268892129811882
-61.72999999998042,0.010910858116601784,2.132044914657152e-06,4.578125406218868e-06,0.032704044980756616
-61.719999999980416,0.010915910897342056,2.1362531627503584e-06,4.5868436571499385e-06,0.03271917210201113
-61.70999999998041,0.010920964828426917,2.1404697171010856e-06,4.595578510411277e-06,0.032734302661882396
-61.699999999980406,0.010926019909856368,2.144694594104189e-06,4.604329997618722e-06,0.0327494366603704
-61.6899999999804,0.010931076141630408,2.1489278101868836e-06,4.61309815044832e-06,0.032764574097475116
-61.679999999980396,0.010936133523749038,2.1531693818088087e-06,4.6218830006364384e-06,0.03277971497319659
-61.66999999998039,0.010941192056212254,2.15741932546209e-06,4.630684579979874e-06,0.03279485928753477
-61.659999999980386,0.01094625173902006,2.1616776576714063e-06,4.639502920335978e-06,0.0328100070404897
-61.64999999998038,0.010951312572172458,2.1659443949940514e-06,4.648338053622766e-06,0.03282515823206136
-61.639999999980375,0.010956374555669442,2.1702195540200005e-06,4.6571900118190296e-06,0.032840312862249754
-61.62999999998037,0.010961437689511017,2.1745031513719735e-06,4.666058826964463e-06,0.03285547093105488
-61.619999999980365,0.010966501973697178,2.1787952037054987e-06,4.674944531159767e-06,0.03287063243847674
-61.60999999998036,0.01097156740822793,2.1830957277089803e-06,4.683847156566774e-06,0.03288579738451534
-61.599999999980355,0.010976633993103273,2.187404740103761e-06,4.69276673540856e-06,0.03290096576917067
-61.58999999998035,0.010981701728323206,2.1917222576441875e-06,4.701703299969561e-06,0.032916137592442725
-61.579999999980345,0.010986770613887724,2.1960482971176766e-06,4.7106568825956934e-06,0.03293131285433152
-61.56999999998034,0.010991840649796832,2.2003828753447826e-06,4.7196275156944676e-06,0.03294649155483704
-61.559999999980334,0.010996911836050529,2.204726009179249e-06,4.728615231735105e-06,0.032961673693959304
-61.54999999998033,0.011001984172648816,2.2090777155080964e-06,4.737620063248661e-06,0.0329768592716983
-61.539999999980324,0.011007057659591691,2.2134380112516723e-06,4.746642042828134e-06,0.03299204828805403
-61.52999999998032,0.011012132296879158,2.2178069133637216e-06,4.755681203128593e-06,0.033007240743026495
-61.519999999980314,0.011017208084511208,2.2221844388314524e-06,4.764737576867285e-06,0.03302243663661567
-61.50999999998031,0.011022285022487852,2.2265706046756003e-06,4.773811196823764e-06,0.03303763596882161
-61.499999999980304,0.011027363110809082,2.230965427950498e-06,4.782902095840004e-06,0.033052838739644264
-61.4899999999803,0.011032442349474902,2.235368925744139e-06,4.792010306820519e-06,0.03306804494908366
-61.47999999998029,0.011037522738485312,2.239781115178243e-06,4.8011358627324696e-06,0.03308325459713979
-61.46999999998029,0.011042604277840309,2.2442020134083275e-06,4.810278796605824e-06,0.03309846768381264
-61.45999999998028,0.011047686967539902,2.2486316376237685e-06,4.819439141533424e-06,0.03311368420910225
-61.44999999998028,0.01105277080758408,2.25307000504787e-06,4.828616930671132e-06,0.03312890417300857
-61.43999999998027,0.011057855797972844,2.257517132937933e-06,4.837812197237953e-06,0.033144127575531625
-61.42999999998027,0.0110629419387062,2.2619730385853183e-06,4.847024974516147e-06,0.03315935441667142
-61.41999999998026,0.011068029229784145,2.266437739315518e-06,4.856255295851352e-06,0.03317458469642795
-61.40999999998026,0.011073117671206677,2.2709112524882195e-06,4.865503194652706e-06,0.0331898184148012
-61.39999999998025,0.011078207262973799,2.2753935954973778e-06,4.874768704392966e-06,0.0332050555717912
-61.38999999998025,0.01108329800508551,2.2798847857712702e-06,4.884051858608632e-06,0.033220296167397925
-61.37999999998024,0.01108838989754181,2.2843848407725823e-06,4.893352690900063e-06,0.03323554020162139
-61.36999999998024,0.0110934829403427,2.288893777998466e-06,4.902671234931604e-06,0.033250787674461574
-61.35999999998023,0.011098577133488177,2.2934116149806066e-06,4.912007524431706e-06,0.033266038585918506
-61.34999999998023,0.011103672476978245,2.2979383692852945e-06,4.9213615931930455e-06,0.03328129293599217
-61.33999999998022,0.011108768970812904,2.302474058513491e-06,4.930733475072651e-06,0.03329655072468256
-61.32999999998022,0.011113866614992148,2.307018700300898e-06,4.940123203992025e-06,0.033311811951989685
-61.31999999998021,0.011118965409515983,2.311572312318027e-06,4.94953081393726e-06,0.033327076617913544
-61.30999999998021,0.011124065354384408,2.316134912270266e-06,4.9589563389591734e-06,0.03334234472245414
-61.2999999999802,0.011129166449597418,2.3207065178979505e-06,4.9683998131734205e-06,0.03335761626561147
-61.289999999980196,0.011134268695155021,2.325287146976431e-06,4.9778612707606234e-06,0.033372891247385524
-61.27999999998019,0.011139372091057214,2.329876817316142e-06,4.98734074596649e-06,0.03338816966777632
-61.269999999980186,0.011144476637303995,2.334475546762673e-06,4.996838273101946e-06,0.03340345152678384
-61.25999999998018,0.011149582333895363,2.339083353196836e-06,5.006353886543249e-06,0.03341873682440811
-61.249999999980176,0.01115468918083132,2.3437002545347353e-06,5.015887620732121e-06,0.0334340255606491
-61.23999999998017,0.011159797178111866,2.3483262687278393e-06,5.025439510175868e-06,0.03344931773550682
-61.229999999980166,0.011164906325737004,2.35296141376305e-06,5.03500958944751e-06,0.03346461334898129
